MS,MS Name,CCI,Programme Title,Fund,Category of region,Year,Planned EU amount,N+3 De-commitment Amount,Net Planned EU Amount,Cumulative initial pre-financing,Cumulative additional initial pre-financing,Recovery of additional initial pre-financing,Net additional initial pre-financing,Total net initial pre-financing,Cumulative annual pre-financing,Annual pre-financing covered by expenditure,Recovery of annual pre-financing,Net annual pre-financing,Cumulative interim payments,Recovery of expenses,Net interim payments,Total net payments,EU payment rate,EU Payment Rate on Planned EU Amount
FI,Finland,2014FI06RDRP002,Åland - Rural Development,EAFRD,,2019,"20,709,000.00",0.00,"20,709,000.00","621,270.00",0.00,0.00,0.00,"621,270.00",0.00,0.00,0.00,0.00,"12,928,974.90",0.00,"12,928,974.90","13,550,244.90",65.43,65.43
TC,Interreg,2014TC16RFCB020,Interreg V-A - Greece-Italy,ERDF,,2019,"104,700,362.00",0.00,"104,700,362.00","3,141,010.86",0.00,0.00,0.00,"3,141,010.86","7,721,651.70",0.00,"7,721,651.70",0.00,"2,618,277.12",0.00,"2,618,277.12","5,759,287.98",5.50,5.50
DK,Denmark,2014DK06RDNP001,Denmark - National Rural Development,EAFRD,,2019,"918,803,690.00",0.00,"918,803,690.00","27,564,110.70",0.00,0.00,0.00,"27,564,110.70",0.00,0.00,0.00,0.00,"334,009,216.65",0.00,"334,009,216.65","361,573,327.35",39.35,39.35
IT,Italy,2014IT06RDRP012,Umbria - Rural Development,EAFRD,,2019,"400,392,000.00",0.00,"400,392,000.00","11,340,360.00",0.00,0.00,0.00,"11,340,360.00",0.00,0.00,0.00,0.00,"131,129,071.43",0.00,"131,129,071.43","142,469,431.43",35.58,35.58
UK,United Kingdom,2014UK06RDRP002,Northern Ireland - Rural Development,EAFRD,,2019,"228,425,088.00",0.00,"228,425,088.00","6,852,752.64",0.00,0.00,0.00,"6,852,752.64",0.00,0.00,0.00,0.00,"113,294,644.01",0.00,"113,294,644.01","120,147,396.65",52.60,52.60
IT,Italy,2014IT06RDRP007,Lombardia - Rural Development,EAFRD,,2019,"492,731,000.00",0.00,"492,731,000.00","14,975,310.00",0.00,0.00,0.00,"14,975,310.00",0.00,0.00,0.00,0.00,"146,888,109.53",0.00,"146,888,109.53","161,863,419.53",32.85,32.85
IT,Italy,2014IT06RDRP003,Emilia-Romagna - Rural Development,EAFRD,,2019,"506,365,000.00",0.00,"506,365,000.00","15,389,700.00",0.00,0.00,0.00,"15,389,700.00",0.00,0.00,0.00,0.00,"169,618,196.61",0.00,"169,618,196.61","185,007,896.61",36.54,36.54
FI,Finland,2014FI06RDRP001,Mainland Finland - Rural Development,EAFRD,,2019,"2,359,699,338.00",0.00,"2,359,699,338.00","70,790,980.14",0.00,0.00,0.00,"70,790,980.14",0.00,0.00,0.00,0.00,"1,534,399,681.41",0.00,"1,534,399,681.41","1,605,190,661.55",68.03,68.03
UK,United Kingdom,2014UK06RDRP003,Scotland - Rural Development,EAFRD,,2019,"844,685,131.00",0.00,"844,685,131.00","24,404,553.93",0.00,0.00,0.00,"24,404,553.93",0.00,0.00,0.00,0.00,"433,335,064.79",0.00,"433,335,064.79","457,739,618.72",54.19,54.19
UK,United Kingdom,2014UK06RDRP001,England - Rural Development,EAFRD,,2019,"3,470,717,109.00",0.00,"3,470,717,109.00","96,420,513.27",0.00,0.00,0.00,"96,420,513.27",0.00,0.00,0.00,0.00,"1,773,397,303.28",0.00,"1,773,397,303.28","1,869,817,816.55",53.87,53.87
CY,Cyprus,2014CY06RDNP001,Cyprus - National Rural Development,EAFRD,,2019,"132,244,377.00",0.00,"132,244,377.00","5,289,775.08",0.00,0.00,0.00,"5,289,775.08",0.00,0.00,0.00,0.00,"47,765,326.48",0.00,"47,765,326.48","53,055,101.56",40.12,40.12
TC,Interreg,2014TC16RFCB006,Interreg V-A - Spain-France-Andorra (POCTEFA),ERDF,,2019,"189,341,397.00",0.00,"189,341,397.00","5,680,241.91",0.00,0.00,0.00,"5,680,241.91","19,407,493.19",0.00,"13,963,928.03","5,443,565.16","20,818,397.65",0.00,"20,818,397.65","31,942,204.72",16.87,16.87
TC,Interreg,2014TC16RFCB007,Interreg V-A - Spain-Portugal (Madeira-Açores-Canarias (MAC)),ERDF,,2019,"126,506,503.00",0.00,"126,506,503.00","3,319,884.96",0.00,0.00,0.00,"3,319,884.96","8,643,457.76",0.00,"8,643,457.76",0.00,"3,808,731.45",0.00,"3,808,731.45","7,128,616.41",5.63,5.63
GR,Greece,2014GR06RDNP001,Greece - National Rural Development,EAFRD,,2019,"4,718,291,793.00",0.00,"4,718,291,793.00","188,731,671.72",0.00,0.00,0.00,"188,731,671.72",0.00,0.00,0.00,0.00,"1,825,446,185.87",0.00,"1,825,446,185.87","2,014,177,857.59",42.69,42.69
IE,Ireland,2014IE06RDNP001,Ireland - National Rural Development,EAFRD,,2019,"2,190,589,653.00",0.00,"2,190,589,653.00","76,670,725.36",0.00,0.00,0.00,"76,670,725.36",0.00,0.00,0.00,0.00,"1,342,491,251.90",0.00,"1,342,491,251.90","1,419,161,977.26",64.78,64.78
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI Specific Allocation,,2017,"10,054,123.00",0.00,"10,054,123.00","301,623.69","2,915,695.67",0.00,"2,915,695.67","3,217,319.36","465,003.19",0.00,"201,082.46","263,920.73","2,582,818.41","174,827.03","2,407,991.38","5,889,231.47",58.58,58.58
DE,Germany,2014DE06RDRP020,Sachsen-Anhalt - Rural Development,EAFRD,,2019,"859,308,363.00",0.00,"859,308,363.00","25,779,250.89",0.00,0.00,0.00,"25,779,250.89",0.00,0.00,0.00,0.00,"209,041,003.65",0.00,"209,041,003.65","234,820,254.54",27.33,27.33
DE,Germany,2014DE06RDRP019,Sachsen - Rural Development,EAFRD,,2019,"878,973,146.00",0.00,"878,973,146.00","26,369,194.38",0.00,0.00,0.00,"26,369,194.38",0.00,0.00,0.00,0.00,"316,902,462.43",0.00,"316,902,462.43","343,271,656.81",39.05,39.05
IT,Italy,2014IT06RDRP021,Sicilia - Rural Development,EAFRD,,2019,"1,321,424,000.00",0.00,"1,321,424,000.00","40,161,360.00",0.00,0.00,0.00,"40,161,360.00",0.00,0.00,0.00,0.00,"368,703,340.86",0.00,"368,703,340.86","408,864,700.86",30.94,30.94
FR,France,2014FR16M0OP003,Centre - ERDF/ESF/YEI,ESF,More developed,2018,"47,235,930.00",0.00,"47,235,930.00","1,468,746.72",0.00,0.00,0.00,"1,468,746.72","3,485,366.68",0.00,"2,385,098.11","1,100,268.57","5,321,916.12","141,231.25","5,180,684.87","7,749,700.16",16.41,16.41
HU,Hungary,2014HU16M1OP001,Environmental and Energy Efficiency  - HU - ERDF/CF,CF,,2019,"3,131,268,934.00",0.00,"3,131,268,934.00","87,953,575.50",0.00,0.00,0.00,"87,953,575.50","216,219,206.44",0.00,"135,595,095.56","80,624,110.88","571,918,801.26",0.00,"571,918,801.26","740,496,487.64",23.65,23.65
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI ESF Matching Component,,2018,"10,054,123.00",0.00,"10,054,123.00","301,623.69",0.00,0.00,0.00,"301,623.69","741,491.57",0.00,"465,003.19","276,488.38","2,829,922.00","174,827.02","2,655,094.98","3,233,207.05",32.16,32.16
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI,,2018,"20,108,246.00",0.00,"20,108,246.00","603,247.38","2,915,695.67",0.00,"2,915,695.67","3,518,943.05","1,482,983.14",0.00,"930,006.38","552,976.76","5,659,844.02","349,654.05","5,310,189.97","9,382,109.78",46.66,46.66
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI,,2017,"20,108,246.00",0.00,"20,108,246.00","603,247.38","2,915,695.67",0.00,"2,915,695.67","3,518,943.05","930,006.38",0.00,"402,164.92","527,841.46","5,165,636.80","349,654.05","4,815,982.75","8,862,767.26",44.08,44.08
IT,Italy,2014IT06RDRP001,Abruzzo - Rural Development,EAFRD,,2019,"230,143,484.23",0.00,"230,143,484.23","6,232,260.00",0.00,0.00,0.00,"6,232,260.00",0.00,0.00,0.00,0.00,"47,170,969.78",0.00,"47,170,969.78","53,403,229.78",23.20,23.20
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI Specific Allocation,,2018,"10,054,123.00",0.00,"10,054,123.00","301,623.69","2,915,695.67",0.00,"2,915,695.67","3,217,319.36","741,491.57",0.00,"465,003.19","276,488.38","2,829,922.02","174,827.03","2,655,094.99","6,148,902.73",61.16,61.16
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,YEI ESF Matching Component,,2017,"10,054,123.00",0.00,"10,054,123.00","301,623.69",0.00,0.00,0.00,"301,623.69","465,003.19",0.00,"201,082.46","263,920.73","2,582,818.39","174,827.02","2,407,991.37","2,973,535.79",29.58,29.58
FR,France,2014FR16M0OP001,Aquitaine - ERDF/ESF/YEI,ESF,More developed,2017,"70,466,485.00",0.00,"70,466,485.00","1,987,154.88",0.00,0.00,0.00,"1,987,154.88","3,063,530.44",0.00,"1,324,769.92","1,738,760.52","1,189,735.17",0.00,"1,189,735.17","4,915,650.57",6.98,6.98
SK,Slovakia,2014SK06RDNP001,Slovakia - National Rural Development,EAFRD,,2019,"1,559,691,844.00",0.00,"1,559,691,844.00","46,790,755.32",0.00,0.00,0.00,"46,790,755.32",0.00,0.00,0.00,0.00,"629,907,925.99",0.00,"629,907,925.99","676,698,681.31",43.39,43.39
TC,Interreg,2014TC16RFCB010,Interreg V-A - Austria-Hungary,ERDF,,2019,"78,847,880.00",0.00,"78,847,880.00","2,365,436.40",0.00,0.00,0.00,"2,365,436.40","8,081,907.70",0.00,"5,815,031.15","2,266,876.55","5,615,222.45",0.00,"5,615,222.45","10,247,535.40",13.00,13.00
IT,Italy,2014IT05SFOP005,Lazio  - ESF,ESF,More developed,2018,"451,267,357.00",0.00,"451,267,357.00","12,725,739.48",0.00,0.00,0.00,"12,725,739.48","31,284,109.56",0.00,"19,618,848.37","11,665,261.19","4,545,129.64","1,690,043.31","2,855,086.33","27,246,087.00",6.04,6.04
DE,Germany,2014DE06RDRP015,Nordrhein-Westfalen - Rural Development,EAFRD,,2019,"618,257,729.00",0.00,"618,257,729.00","18,547,731.87",0.00,0.00,0.00,"18,547,731.87",0.00,0.00,0.00,0.00,"261,941,754.55",0.00,"261,941,754.55","280,489,486.42",45.37,45.37
DE,Germany,2014DE06RDRN001,Germany - Rural Network,EAFRD,,2019,"5,000,000.00",0.00,"5,000,000.00","150,000.00",0.00,0.00,0.00,"150,000.00",0.00,0.00,0.00,0.00,"2,396,646.09",0.00,"2,396,646.09","2,546,646.09",50.93,50.93
IT,Italy,2014IT06RDRP013,Valle d'Aosta - Rural Development,EAFRD,,2019,"59,042,000.00",0.00,"59,042,000.00","1,794,420.00",0.00,0.00,0.00,"1,794,420.00",0.00,0.00,0.00,0.00,"18,447,880.79",0.00,"18,447,880.79","20,242,300.79",34.28,34.28
DE,Germany,2014DE06RDRP012,Niedersachsen / Bremen - Rural Development,EAFRD,,2019,"1,119,923,554.00",0.00,"1,119,923,554.00","31,401,706.62",0.00,0.00,0.00,"31,401,706.62",0.00,0.00,0.00,0.00,"422,039,069.15",0.00,"422,039,069.15","453,440,775.77",40.49,40.49
DE,Germany,2014DE06RDRP011,Mecklenburg-Vorpommern - Rural Development,EAFRD,,2019,"936,781,072.00",0.00,"936,781,072.00","28,103,432.16",0.00,0.00,0.00,"28,103,432.16",0.00,0.00,0.00,0.00,"286,261,751.30",0.00,"286,261,751.30","314,365,183.46",33.56,33.56
AT,Austria,2014AT06RDNP001,Austria - National Rural Development,EAFRD,,2019,"3,937,551,997.00",0.00,"3,937,551,997.00","118,126,559.91",0.00,0.00,0.00,"118,126,559.91",0.00,0.00,0.00,0.00,"2,114,834,268.49",0.00,"2,114,834,268.49","2,232,960,828.40",56.71,56.71
DE,Germany,2014DE06RDRP010,Hessen - Rural Development,EAFRD,,2019,"318,864,991.00",0.00,"318,864,991.00","9,565,949.73",0.00,0.00,0.00,"9,565,949.73",0.00,0.00,0.00,0.00,"142,055,454.13",0.00,"142,055,454.13","151,621,403.86",47.55,47.55
DE,Germany,2014DE06RDRP023,Thüringen - Rural Development,EAFRD,,2019,"679,712,049.00",0.00,"679,712,049.00","20,391,361.47",0.00,0.00,0.00,"20,391,361.47",0.00,0.00,0.00,0.00,"327,965,344.49",0.00,"327,965,344.49","348,356,705.96",51.25,51.25
ES,Spain,2014ES06RDRP005,Canarias - Rural Development,EAFRD,,2019,"157,500,000.00",0.00,"157,500,000.00","5,512,500.00",0.00,0.00,0.00,"5,512,500.00",0.00,0.00,0.00,0.00,"49,002,060.62",0.00,"49,002,060.62","54,514,560.62",34.61,34.61
ES,Spain,2014ES06RDRP010,Extremadura - Rural Development,EAFRD,,2019,"890,932,690.00",0.00,"890,932,690.00","31,182,644.15",0.00,0.00,0.00,"31,182,644.15",0.00,0.00,0.00,0.00,"281,310,088.43",0.00,"281,310,088.43","312,492,732.58",35.07,35.07
IT,Italy,2014IT06RDRP004,Friuli-Venezia Giulia - Rural Development,EAFRD,,2019,"126,042,000.00",0.00,"126,042,000.00","3,830,760.00",0.00,0.00,0.00,"3,830,760.00",0.00,0.00,0.00,0.00,"37,813,837.08",0.00,"37,813,837.08","41,644,597.08",33.04,33.04
ES,Spain,2014ES06RDRP006,Cantabria - Rural Development,EAFRD,,2019,"98,800,000.00",0.00,"98,800,000.00","3,458,000.00",0.00,0.00,0.00,"3,458,000.00",0.00,0.00,0.00,0.00,"51,654,310.78",0.00,"51,654,310.78","55,112,310.78",55.78,55.78
IT,Italy,2014IT06RDRP014,Veneto - Rural Development,EAFRD,,2019,"504,084,000.00",0.00,"504,084,000.00","15,320,370.00",0.00,0.00,0.00,"15,320,370.00",0.00,0.00,0.00,0.00,"236,735,303.89",0.00,"236,735,303.89","252,055,673.89",50.00,50.00
DE,Germany,2014DE06RDRP003,Baden-Württemberg - Rural Development,EAFRD,,2019,"709,573,862.00",0.00,"709,573,862.00","21,287,215.86",0.00,0.00,0.00,"21,287,215.86",0.00,0.00,0.00,0.00,"370,202,387.74",0.00,"370,202,387.74","391,489,603.60",55.17,55.17
HU,Hungary,2014HU05M2OP001,Human Resources Development - HU - ESF/ERDF,ERDF,Less developed,2019,"904,816,497.00",0.00,"904,816,497.00","25,515,825.24",0.00,0.00,0.00,"25,515,825.24","62,726,403.71",0.00,"39,336,897.24","23,389,506.47","145,291,833.05",0.00,"145,291,833.05","194,197,164.76",21.46,21.46
ES,Spain,2014ES06RDRP009,Cataluña  - Rural Development,EAFRD,,2019,"348,652,161.00",0.00,"348,652,161.00","12,202,825.64",0.00,0.00,0.00,"12,202,825.64",0.00,0.00,0.00,0.00,"142,323,435.12",0.00,"142,323,435.12","154,526,260.76",44.32,44.32
IT,Italy,2014IT06RDRP016,Sardegna - Rural Development,EAFRD,,2019,"619,925,000.00",0.00,"619,925,000.00","18,841,050.00",0.00,0.00,0.00,"18,841,050.00",0.00,0.00,0.00,0.00,"240,026,380.79",0.00,"240,026,380.79","258,867,430.79",41.76,41.76
IT,Italy,2014IT06RDRP011,Trento - Rural Development,EAFRD,,2019,"127,898,000.00",0.00,"127,898,000.00","3,887,160.00",0.00,0.00,0.00,"3,887,160.00",0.00,0.00,0.00,0.00,"51,374,363.71",0.00,"51,374,363.71","55,261,523.71",43.21,43.21
IT,Italy,2014IT06RDRP020,Puglia - Rural Development,EAFRD,,2019,"978,122,000.00",0.00,"978,122,000.00","29,727,540.00",0.00,0.00,0.00,"29,727,540.00",0.00,0.00,0.00,0.00,"191,719,730.31",0.00,"191,719,730.31","221,447,270.31",22.64,22.64
ES,Spain,2014ES06RDRP001,Andalucía - Rural Development,EAFRD,,2019,"1,910,461,300.00",0.00,"1,910,461,300.00","66,866,145.50",0.00,0.00,0.00,"66,866,145.50",0.00,0.00,0.00,0.00,"416,567,904.03",0.00,"416,567,904.03","483,434,049.53",25.30,25.30
ES,Spain,2014ES06RDRP004,Baleares  - Rural Development,EAFRD,,2019,"61,000,000.00",0.00,"61,000,000.00","2,135,000.00",0.00,0.00,0.00,"2,135,000.00",0.00,0.00,0.00,0.00,"23,020,960.82",0.00,"23,020,960.82","25,155,960.82",41.24,41.24
ES,Spain,2014ES06RDRP012,Madrid - Rural Development,EAFRD,,2019,"76,529,160.00",0.00,"76,529,160.00","2,678,520.60",0.00,0.00,0.00,"2,678,520.60",0.00,0.00,0.00,0.00,"17,825,594.15",0.00,"17,825,594.15","20,504,114.75",26.79,26.79
ES,Spain,2014ES06RDNP001,Spain - National Rural Development,EAFRD,,2019,"237,828,821.00",0.00,"237,828,821.00","8,324,008.74",0.00,0.00,0.00,"8,324,008.74",0.00,0.00,0.00,0.00,"55,222,980.47",0.00,"55,222,980.47","63,546,989.21",26.72,26.72
IT,Italy,2014IT06RDNP001,Italy - National Rural Development,EAFRD,,2019,"938,130,515.77",0.00,"938,130,515.77","28,890,000.00",0.00,0.00,0.00,"28,890,000.00",0.00,0.00,0.00,0.00,"298,587,108.57",0.00,"298,587,108.57","327,477,108.57",34.91,34.91
LU,Luxembourg,2014LU06RDNP001,Luxembourg - National Rural Development,EAFRD,,2019,"100,574,600.00",0.00,"100,574,600.00","3,017,238.00",0.00,0.00,0.00,"3,017,238.00",0.00,0.00,0.00,0.00,"52,732,350.45",0.00,"52,732,350.45","55,749,588.45",55.43,55.43
IT,Italy,2014IT06RDRP005,Lazio - Rural Development,EAFRD,,2019,"354,575,000.00",0.00,"354,575,000.00","10,091,640.00",0.00,0.00,0.00,"10,091,640.00",0.00,0.00,0.00,0.00,"91,476,516.65",0.00,"91,476,516.65","101,568,156.65",28.65,28.65
ES,Spain,2014ES06RDRP003,Asturias - Rural Development,EAFRD,,2019,"325,000,000.00",0.00,"325,000,000.00","11,375,000.00",0.00,0.00,0.00,"11,375,000.00",0.00,0.00,0.00,0.00,"111,640,439.20",0.00,"111,640,439.20","123,015,439.20",37.85,37.85
ES,Spain,2014ES06RDRP014,Navarra - Rural Development,EAFRD,,2019,"136,514,270.00",0.00,"136,514,270.00","4,777,999.45",0.00,0.00,0.00,"4,777,999.45",0.00,0.00,0.00,0.00,"48,188,512.11",0.00,"48,188,512.11","52,966,511.56",38.80,38.80
ES,Spain,2014ES06RDRP002,Aragón  - Rural Development blabla from pipo,EAFRD,,2019,"466,986,760.00",0.00,"466,986,760.00","16,344,536.60",0.00,0.00,0.00,"16,344,536.60",0.00,0.00,0.00,0.00,"199,075,627.46",0.00,"199,075,627.46","215,420,164.06",46.13,46.13
ES,Spain,2014ES06RDRP016,La Rioja  - Rural Development,EAFRD,,2019,"70,010,129.00",0.00,"70,010,129.00","2,450,354.52",0.00,0.00,0.00,"2,450,354.52",0.00,0.00,0.00,0.00,"35,455,022.64",0.00,"35,455,022.64","37,905,377.16",54.14,54.14
IT,Italy,2014IT06RDRP006,Liguria - Rural Development,EAFRD,,2019,"133,091,000.00",0.00,"133,091,000.00","4,044,960.00",0.00,0.00,0.00,"4,044,960.00",0.00,0.00,0.00,0.00,"29,238,031.70",0.00,"29,238,031.70","33,282,991.70",25.01,25.01
ES,Spain,2014ES06RDRP007,Castilla-La Mancha  - Rural Development,EAFRD,,2019,"1,147,779,504.00",0.00,"1,147,779,504.00","40,172,282.64",0.00,0.00,0.00,"40,172,282.64",0.00,0.00,0.00,0.00,"341,414,934.17",0.00,"341,414,934.17","381,587,216.81",33.25,33.25
ES,Spain,2014ES06RDRP013,Murcia - Rural Development,EAFRD,,2019,"219,304,740.00",0.00,"219,304,740.00","7,675,665.90",0.00,0.00,0.00,"7,675,665.90",0.00,0.00,0.00,0.00,"80,087,131.48",0.00,"80,087,131.48","87,762,797.38",40.02,40.02
DE,Germany,2014DE06RDRP007,Berlin / Brandenburg - Rural Development,EAFRD,,2019,"1,050,658,161.00",0.00,"1,050,658,161.00","31,519,744.83",0.00,0.00,0.00,"31,519,744.83",0.00,0.00,0.00,0.00,"329,903,277.86",0.00,"329,903,277.86","361,423,022.69",34.40,34.40
IT,Italy,2014IT06RDRP018,Calabria - Rural Development,EAFRD,,2019,"659,033,000.00",0.00,"659,033,000.00","20,029,650.00",0.00,0.00,0.00,"20,029,650.00",0.00,0.00,0.00,0.00,"254,446,543.25",0.00,"254,446,543.25","274,476,193.25",41.65,41.65
ES,Spain,2014ES06RDRP015,País Vasco - Rural Development,EAFRD,,2019,"87,100,000.00",0.00,"87,100,000.00","3,048,500.00",0.00,0.00,0.00,"3,048,500.00",0.00,0.00,0.00,0.00,"44,868,075.23",0.00,"44,868,075.23","47,916,575.23",55.01,55.01
ES,Spain,2014ES06RDRP011,Galicia  - Rural Development,EAFRD,,2019,"889,800,000.00",0.00,"889,800,000.00","31,143,000.00",0.00,0.00,0.00,"31,143,000.00",0.00,0.00,0.00,0.00,"342,338,435.30",0.00,"342,338,435.30","373,481,435.30",41.97,41.97
TC,Interreg,2014TC16RFIR001,Interreg Europe,ERDF,,2019,"359,326,320.00",0.00,"359,326,320.00","10,779,789.60",0.00,0.00,0.00,"10,779,789.60","36,830,947.80",0.00,"16,618,842.30","20,212,105.50","80,623,753.71",0.00,"80,623,753.71","111,615,648.81",31.06,31.06
ES,Spain,2014ES06RDRP017,Valenciana - Rural Development,EAFRD,,2019,"204,000,000.00",0.00,"204,000,000.00","7,140,000.00",0.00,0.00,0.00,"7,140,000.00",0.00,0.00,0.00,0.00,"60,993,925.21",0.00,"60,993,925.21","68,133,925.21",33.40,33.40
IT,Italy,2014IT06RDRP002,Bolzano - Rural Development,EAFRD,,2019,"155,953,000.00",0.00,"155,953,000.00","4,739,820.00",0.00,0.00,0.00,"4,739,820.00",0.00,0.00,0.00,0.00,"83,059,028.08",0.00,"83,059,028.08","87,798,848.08",56.30,56.30
IT,Italy,2014IT06RDRP010,Toscana - Rural Development,EAFRD,,2019,"409,390,000.00",0.00,"409,390,000.00","12,442,380.00",0.00,0.00,0.00,"12,442,380.00",0.00,0.00,0.00,0.00,"125,152,846.59",0.00,"125,152,846.59","137,595,226.59",33.61,33.61
DE,Germany,2014DE06RDRP017,Rheinland-Pfalz - Rural Development,EAFRD,,2019,"299,804,232.00",0.00,"299,804,232.00","8,634,126.96",0.00,0.00,0.00,"8,634,126.96",0.00,0.00,0.00,0.00,"93,123,622.59",0.00,"93,123,622.59","101,757,749.55",33.94,33.94
DE,Germany,2014DE06RDRP018,Saarland - Rural Development,EAFRD,,2019,"33,609,276.00",0.00,"33,609,276.00","1,008,278.28",0.00,0.00,0.00,"1,008,278.28",0.00,0.00,0.00,0.00,"14,471,283.57",0.00,"14,471,283.57","15,479,561.85",46.06,46.06
IT,Italy,2014IT06RDRP009,Piemonte - Rural Development,EAFRD,,2019,"465,238,000.00",0.00,"465,238,000.00","14,139,750.00",0.00,0.00,0.00,"14,139,750.00",0.00,0.00,0.00,0.00,"155,668,078.17",0.00,"155,668,078.17","169,807,828.17",36.50,36.50
FI,Finland,2016FI16RFSM001,SME Initiative - FI - ERDF,ERDF,More developed,2019,"20,000,000.00",0.00,"20,000,000.00",0.00,0.00,0.00,0.00,0.00,"1,075,000.00",0.00,"1,075,000.00",0.00,"18,000,000.00",0.00,"18,000,000.00","18,000,000.00",90.00,90.00
FR,France,2014FR05FMOP001,FEAD - France,FEAD,,2019,"499,281,315.00",0.00,"499,281,315.00","54,920,944.65",0.00,0.00,0.00,"54,920,944.65",0.00,0.00,0.00,0.00,"112,589,015.08","3,501,289.37","109,087,725.71","164,008,670.36",32.85,32.85
DE,Germany,2014DE06RDRP004,Bayern - Rural Development,EAFRD,,2019,"1,515,975,451.00",0.00,"1,515,975,451.00","45,479,263.53",0.00,0.00,0.00,"45,479,263.53",0.00,0.00,0.00,0.00,"903,672,602.01",0.00,"903,672,602.01","949,151,865.54",62.61,62.61
TC,Interreg,2014TC16RFIR003,Urbact,ERDF,,2019,"74,301,909.00",0.00,"74,301,909.00","2,229,057.27",0.00,0.00,0.00,"2,229,057.27","7,615,945.67",0.00,"3,436,463.29","4,179,482.38","18,715,648.80",0.00,"18,715,648.80","25,124,188.45",33.81,33.81
TC,Interreg,2014TC16RFTN010,Interreg V-B - Amazonia,ERDF,,2019,"18,899,049.00",0.00,"18,899,049.00","566,971.47",0.00,0.00,0.00,"566,971.47","1,937,152.53",0.00,"874,081.02","1,063,071.51","507,132.03",0.00,"507,132.03","2,137,175.01",11.31,11.31
TC,Interreg,2014TC16I5CB005,IPA CBC Bulgaria - Turkey,IPAE,,2019,"12,598,230.00",0.00,"12,598,230.00","2,603,893.50",0.00,0.00,0.00,"2,603,893.50",0.00,0.00,0.00,0.00,"2,290,190.44",0.00,"2,290,190.44","4,894,083.94",38.85,38.85
TC,Interreg,2014TC16RFCB002,Interreg V-A - Austria-Czech Republic,ERDF,,2019,"97,814,933.00",0.00,"97,814,933.00","2,934,447.99",0.00,0.00,0.00,"2,934,447.99","7,213,851.31",0.00,"7,213,851.31",0.00,"4,529,419.85",0.00,"4,529,419.85","7,463,867.84",7.63,7.63
ES,Spain,2014ES05SFOP012,Social inclusion and social economy - ES - ESF,ESF,Less developed,2019,"76,681,473.00",0.00,"76,681,473.00","2,504,071.08",0.00,0.00,0.00,"2,504,071.08","5,276,435.49",0.00,"3,308,951.07","1,967,484.42","8,958,873.65",0.00,"8,958,873.65","13,430,429.15",17.51,17.51
ES,Spain,2014ES05SFOP012,Social inclusion and social economy - ES - ESF,ESF,More developed,2019,"242,510,357.00",0.00,"242,510,357.00","7,885,811.68",0.00,0.00,0.00,"7,885,811.68","16,616,531.75",0.00,"10,420,536.86","6,195,994.89","56,297,332.22",0.00,"56,297,332.22","70,379,138.79",29.02,29.02
ES,Spain,2014ES05SFOP012,Social inclusion and social economy - ES - ESF,ESF,Transition,2019,"492,858,170.00",0.00,"492,858,170.00","15,931,762.18",0.00,0.00,0.00,"15,931,762.18","33,570,498.87",0.00,"21,052,685.73","12,517,813.14","74,243,685.50",0.00,"74,243,685.50","102,693,260.82",20.84,20.84
TC,Interreg,2014TC16I5CB005,IPA CBC Bulgaria - Turkey,IPAE-contribution from ERDF,,2019,"12,598,230.00",0.00,"12,598,230.00","2,603,893.50",0.00,0.00,0.00,"2,603,893.50",0.00,0.00,0.00,0.00,"2,290,190.50",0.00,"2,290,190.50","4,894,084.00",38.85,38.85
HU,Hungary,2014HU05FMOP001,FEAD - Hungary,FEAD,,2019,"93,882,921.00",0.00,"93,882,921.00","10,327,121.31",0.00,0.00,0.00,"10,327,121.31",0.00,0.00,0.00,0.00,"21,123,619.00",0.00,"21,123,619.00","31,450,740.31",33.50,33.50
TC,Interreg,2014TC16RFTN006,Interreg V-B - North West Europe,ERDF,,2019,"396,134,342.00",0.00,"396,134,342.00","11,884,030.26",0.00,0.00,0.00,"11,884,030.26","40,603,770.06",0.00,"18,321,213.32","22,282,556.74","34,244,671.86",0.00,"34,244,671.86","68,411,258.86",17.27,17.27
